twolev_1,twolev_2,twolev_3,twolev_4,twolev_5,twolev_6,twolev_7,twolev_8,twolev_9,twolev_10,twolev_11,twolev_12,twolev_13,twolev_14,twolev_15,twolev_16,twolev_17,twolev_18,twolev_19,twolev_20,threelev_1,threelev_2,threelev_3,threelev_4,threelev_5,threelev_6,threelev_7,threelev_8,threelev_9,threelev_10,threelev_11,threelev_12,threelev_13,threelev_14,threelev_15,threelev_16,threelev_17,threelev_18,threelev_19,threelev_20,fourlev_1,fourlev_2,fourlev_3,fourlev_4,fourlev_5,fourlev_6,fourlev_7,fourlev_8,fourlev_9,fourlev_10,fourlev_11,fourlev_12,fourlev_13,fourlev_14,fourlev_15,fourlev_16,fourlev_17,fourlev_18,fourlev_19,fourlev_20,fivelev_1,fivelev_2,fivelev_3,fivelev_4,fivelev_5,fivelev_6,fivelev_7,fivelev_8,fivelev_9,fivelev_10,fivelev_11,fivelev_12,fivelev_13,fivelev_14,fivelev_15,fivelev_16,fivelev_17,fivelev_18,fivelev_19,fivelev_20,sixlev_1,sixlev_2,sixlev_3,sixlev_4,sixlev_5,sixlev_6,sixlev_7,sixlev_8,sixlev_9,sixlev_10,sixlev_11,sixlev_12,sixlev_13,sixlev_14,sixlev_15,sixlev_16,sixlev_17,sixlev_18,sixlev_19,sixlev_20,sevenlev_1,sevenlev_2,sevenlev_3,sevenlev_4,sevenlev_5,sevenlev_6,sevenlev_7,sevenlev_8,sevenlev_9,sevenlev_10,sevenlev_11,sevenlev_12,sevenlev_13,sevenlev_14,sevenlev_15,sevenlev_16,sevenlev_17,sevenlev_18,sevenlev_19,sevenlev_20,eightlev_1,eightlev_2,eightlev_3,eightlev_4,eightlev_5,eightlev_6,eightlev_7,eightlev_8,eightlev_9,eightlev_10,eightlev_11,eightlev_12,eightlev_13,eightlev_14,eightlev_15,eightlev_16,eightlev_17,eightlev_18,eightlev_19,eightlev_20,ninelev_1,ninelev_2,ninelev_3,ninelev_4,ninelev_5,ninelev_6,ninelev_7,ninelev_8,ninelev_9,ninelev_10,ninelev_11,ninelev_12,ninelev_13,ninelev_14,ninelev_15,ninelev_16,ninelev_17,ninelev_18,ninelev_19,ninelev_20,tenlev_1,tenlev_2,tenlev_3,tenlev_4,tenlev_5,tenlev_6,tenlev_7,tenlev_8,tenlev_9,tenlev_10,tenlev_11,tenlev_12,tenlev_13,tenlev_14,tenlev_15,tenlev_16,tenlev_17,tenlev_18,tenlev_19,tenlev_20,elevenlev_1,elevenlev_2,elevenlev_3,elevenlev_4,elevenlev_5,elevenlev_6,elevenlev_7,elevenlev_8,elevenlev_9,elevenlev_10,elevenlev_11,elevenlev_12,elevenlev_13,elevenlev_14,elevenlev_15,elevenlev_16,elevenlev_17,elevenlev_18,elevenlev_19,elevenlev_20,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,cont11,cont12,cont13,cont14,cont15,cont16,cont17,cont18,cont19,cont20,cont21,cont22,cont23,cont24,cont25,cont26,cont27,cont28,cont29,cont30,cont31,cont32,cont33,cont34,cont35,cont36,cont37,cont38,cont39,cont40,cont41,cont42,cont43,cont44,cont45,cont46,cont47,cont48,cont49,cont50,cont51,cont52,cont53,cont54,cont55,cont56,cont57,cont58,cont59,cont60,cont61,cont62,cont63,cont64,cont65,cont66,cont67,cont68,cont69,cont70,cont71,cont72,cont73,cont74,cont75,cont76,cont77,cont78,cont79,cont80,cont81,cont82,cont83,cont84,cont85,cont86,cont87,cont88,cont89,cont90,cont91,cont92,cont93,cont94,cont95,cont96,cont97,cont98,cont99,cont100,totalTargets,numMines,numNonMines,numUndetected,numDetected,numClassified,numMILCOS,numNOMBOS,numNotClassified,numFalseNeg,numFalsePos,completionTime
1,2,2,1,1,1,1,1,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,3,3,1,1,3,1,3,1,3,1,1,1,2,1,2,3,3,1,3,2,3,2,4,4,4,3,1,4,1,2,4,3,2,3,3,2,2,1,3,2,4,3,4,2,1,3,1,5,2,4,3,4,4,2,4,5,3,4,5,2,6,2,3,3,3,2,2,5,6,6,2,4,6,2,6,1,6,7,4,7,4,6,7,3,4,3,6,1,3,1,7,1,3,1,5,5,4,8,1,6,8,7,2,7,6,3,4,1,7,8,1,2,2,4,1,7,1,3,2,8,5,9,5,8,4,5,6,7,7,5,7,5,7,5,8,7,7,1,8,8,6,8,2,8,5,10,9,8,2,8,2,9,2,1,2,2,1,6,4,9,8,9,4,5,8,8,1,4,4,5,4,4,4,9,4,4,9,58,491,103,27,415,215,467,136,432,62,355,148,126,62,113,163,387,428,245,432,111,293,33,180,469,140,62,163,265,98,163,419,5,298,116,63,215,253,87,70,44,478,302,73,2,25,472,477,493,215,470,281,179,137,458,506,360,62,17,385,148,345,36,339,403,55,354,33,293,10,101,348,475,390,69,427,421,327,261,121,506,87,385,451,154,175,302,322,42,230,390,98,121,87,124,238,273,428,468,352,2213,1263.0,950,0,2213.0,2213.0,1263.0,950.0,0.0,0.0,0.0,348166.0757704696
2,2,1,2,2,1,1,2,1,2,2,2,2,1,2,1,1,2,2,1,2,2,1,2,3,2,3,2,2,3,1,2,2,2,3,1,2,2,2,3,2,3,4,2,3,4,2,1,2,3,4,4,1,2,4,2,1,4,3,2,5,4,2,1,1,3,3,5,5,2,1,3,1,3,3,2,2,1,4,2,5,3,5,1,4,6,4,4,6,3,6,5,3,3,4,2,1,6,6,3,7,7,5,7,2,2,3,6,7,2,5,7,3,7,5,4,6,6,7,2,7,7,3,6,1,4,7,6,7,2,1,5,7,3,4,6,1,1,8,5,8,3,3,7,5,3,6,7,3,9,7,1,7,3,7,7,1,6,7,3,3,4,10,4,10,10,4,2,10,10,4,7,10,10,4,4,1,4,4,6,7,4,4,4,4,11,4,11,11,6,11,4,5,11,4,4,11,4,11,2,219,384,138,500,472,408,216,394,438,177,473,194,232,196,222,482,222,216,342,177,438,249,394,27,216,378,408,7,362,262,222,272,196,151,163,369,408,133,358,232,408,438,310,75,420,154,197,368,369,369,17,205,408,325,420,452,105,240,40,290,466,232,298,141,136,136,408,19,343,401,114,81,236,93,482,136,248,240,61,459,47,355,420,134,310,136,229,253,59,420,194,136,76,483,40,19,48,182,420,354,2089,1134.0,955,0,2089.0,2089.0,1134.0,955.0,0.0,0.0,0.0,1022743.5099745184
1,2,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,3,2,1,3,2,1,3,3,2,2,1,1,3,2,2,3,2,1,1,2,4,4,3,4,4,1,1,4,4,2,3,1,3,4,3,4,4,1,4,1,5,2,5,5,3,4,1,5,5,3,1,5,5,4,5,4,2,1,2,4,3,1,4,1,2,1,5,5,6,5,5,5,3,2,5,4,6,5,5,4,4,5,5,7,6,4,2,5,2,5,1,2,2,7,4,6,3,7,1,8,1,6,1,1,3,8,8,6,2,7,3,8,4,1,1,8,2,6,3,1,7,3,3,1,2,7,7,3,7,8,1,7,7,7,2,9,7,3,3,7,7,7,7,7,7,9,9,7,7,6,7,7,7,7,7,7,7,4,7,1,6,3,1,6,6,1,6,7,2,6,8,1,6,6,5,6,6,3,285,119,507,61,247,99,458,47,37,296,200,341,184,342,220,79,176,489,276,414,290,318,184,490,176,222,171,415,199,380,382,5,320,69,471,257,257,431,21,380,211,296,66,148,395,156,361,239,361,146,106,248,275,16,295,211,93,90,22,415,342,205,131,431,323,176,45,341,461,272,361,65,135,21,257,412,156,144,343,471,141,412,192,158,344,259,72,318,436,69,171,431,296,349,341,213,150,299,18,295,844,48.0,796,9,835.0,835.0,48.0,787.0,0.0,0.0,0.0,47805.59645867269
1,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,1,2,1,2,2,1,3,2,1,3,2,2,3,1,1,1,3,3,3,2,2,1,1,1,2,4,4,4,1,3,1,4,3,1,3,1,1,4,3,4,2,1,1,2,1,1,4,4,1,5,1,5,5,2,2,4,2,5,1,3,2,5,1,4,2,4,1,3,1,2,2,1,1,2,6,6,3,5,4,4,4,4,4,3,2,7,3,3,6,5,6,7,7,6,1,4,4,6,5,2,7,3,3,7,8,8,1,2,3,2,7,5,8,7,8,7,4,1,8,8,8,7,5,9,1,7,3,8,9,3,2,9,9,1,4,9,7,1,7,8,6,3,3,9,7,2,2,2,7,7,4,2,2,7,2,7,7,2,7,7,7,2,6,4,7,7,7,9,2,7,7,11,8,1,11,2,7,1,2,10,7,7,9,261,304,400,423,179,166,124,426,308,6,2,245,495,262,409,5,262,193,6,81,120,184,409,398,480,77,280,280,280,14,77,194,20,344,255,497,108,458,331,112,400,481,354,422,210,466,277,307,194,248,400,21,339,227,509,344,118,182,47,13,471,203,456,276,387,277,40,210,73,409,200,164,232,2,443,452,85,493,111,200,229,291,344,192,174,68,142,34,166,50,153,480,480,243,511,488,197,262,22,89,299,59.0,240,0,299.0,299.0,59.0,240.0,0.0,0.0,0.0,74349.80623091603
2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,1,3,1,3,3,3,3,2,3,3,2,1,2,2,3,1,3,3,1,1,4,1,1,1,2,3,2,1,3,2,3,4,3,4,1,4,2,2,4,2,2,5,2,1,2,1,5,2,5,1,1,2,4,3,4,2,3,1,2,6,4,1,4,4,6,3,3,6,4,2,4,5,2,3,3,1,6,4,4,3,4,3,2,2,2,6,4,3,7,1,2,1,6,2,4,2,7,5,4,5,4,7,5,3,1,5,5,5,1,1,6,7,5,5,1,1,7,8,7,6,3,8,8,9,3,1,8,3,3,3,5,3,3,8,8,3,1,3,3,5,3,3,9,3,3,9,8,1,3,8,8,9,9,3,3,3,3,3,7,9,9,3,3,3,3,3,3,3,1,7,8,6,7,9,3,6,3,7,5,479,74,447,183,217,417,267,431,259,462,5,237,103,475,499,185,138,259,162,490,52,232,322,198,253,492,312,224,423,76,475,52,356,487,224,391,4,59,24,109,232,427,349,377,131,27,185,96,131,372,81,168,312,369,417,135,285,201,475,183,427,426,65,186,299,312,61,289,490,459,85,153,229,10,134,261,299,185,112,31,88,286,322,82,1,57,159,208,119,153,404,224,409,245,130,372,64,423,402,230,1706,1085.0,621,0,1706.0,1706.0,1085.0,621.0,0.0,0.0,0.0,1182817.0873137133
2,1,2,2,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,2,1,2,1,2,1,1,2,1,3,2,3,3,2,2,1,3,3,4,4,1,4,1,4,4,4,3,2,2,4,3,4,3,1,1,4,2,1,3,5,5,5,3,2,5,1,4,4,1,2,2,1,2,2,3,2,4,5,4,1,1,1,2,2,5,4,5,4,2,3,3,6,4,4,6,6,4,1,6,5,4,3,1,6,2,7,6,7,5,2,3,1,6,4,6,2,1,2,4,4,5,7,1,5,1,5,4,2,8,3,1,4,3,1,4,2,6,1,4,7,9,4,9,9,4,4,5,4,2,7,4,4,4,3,9,4,5,2,1,10,9,10,1,8,3,1,8,1,5,1,9,1,1,6,1,10,8,1,4,4,4,4,5,4,4,10,7,10,10,3,4,10,4,9,9,1,1,187,173,129,338,267,25,460,317,396,346,387,177,183,372,364,326,426,450,494,142,303,280,119,59,139,296,396,389,114,294,304,253,380,430,41,458,238,1,427,359,387,270,113,54,401,39,328,304,346,170,317,364,427,301,335,158,493,191,156,140,280,341,64,402,335,426,59,218,410,318,344,236,43,194,300,364,114,500,491,95,481,354,222,508,4,3,116,270,14,335,347,51,354,326,335,426,175,402,1,270,731,2.0,729,0,731.0,731.0,2.0,729.0,0.0,0.0,0.0,2486.6897767066903
2,2,1,2,2,2,2,2,1,2,1,1,2,2,1,2,2,1,1,2,2,2,1,1,2,1,3,3,2,3,2,3,2,3,2,1,1,3,2,2,2,2,3,2,3,1,2,3,2,3,2,4,2,3,1,2,1,1,3,1,5,2,4,1,4,3,1,1,2,1,3,2,1,1,1,4,1,5,3,3,5,3,5,6,3,2,6,5,1,4,4,4,4,4,2,6,2,6,6,6,4,6,7,6,5,6,4,6,4,3,2,6,7,4,3,6,3,7,2,1,2,2,4,8,2,1,7,4,3,8,2,7,5,7,3,1,4,7,1,2,8,6,6,1,5,1,6,1,1,1,1,8,6,6,6,1,3,3,6,4,8,10,2,2,2,10,6,2,6,2,2,8,9,2,4,2,10,2,10,4,9,6,6,6,6,6,6,11,6,3,6,6,7,7,6,7,9,6,6,7,356,449,356,381,119,214,221,134,153,368,489,235,490,117,315,143,40,464,197,196,393,492,84,489,492,310,99,200,16,134,310,169,200,497,379,410,99,12,200,445,490,180,205,139,489,438,180,464,421,421,423,180,208,474,464,32,207,93,310,8,15,234,246,303,260,3,423,3,97,205,180,273,472,294,72,438,265,394,159,368,423,393,368,102,52,357,412,403,228,74,32,130,249,260,343,334,92,26,274,464,1991,739.0,1252,2,1989.0,1989.0,739.0,1250.0,0.0,0.0,0.0,901138.7169633535
1,1,2,2,1,2,1,1,1,1,2,1,2,1,2,1,2,2,1,2,2,2,2,1,3,3,1,1,1,3,1,1,1,1,3,3,2,1,3,3,3,4,3,1,4,3,2,3,2,4,2,3,1,2,2,3,3,2,1,3,5,2,1,4,2,1,3,1,2,2,2,5,3,3,1,1,5,2,5,2,6,3,5,3,2,2,1,1,6,5,4,1,2,1,3,6,6,1,5,1,4,1,1,1,5,3,1,4,5,7,2,4,1,2,5,5,5,5,5,7,2,4,7,7,2,6,4,5,5,6,5,5,6,8,6,2,4,4,1,7,5,5,5,7,1,5,3,9,9,3,7,5,5,7,5,9,6,5,5,5,5,10,3,10,3,10,3,6,3,3,3,2,9,9,6,3,3,3,3,10,11,10,10,4,10,4,1,1,4,10,8,10,3,10,9,10,3,4,10,6,497,130,354,362,210,423,491,253,236,79,282,108,37,223,470,248,412,477,505,167,494,91,91,412,120,113,254,394,275,125,55,360,116,254,94,473,125,412,484,267,444,155,472,177,327,125,138,373,363,225,360,197,231,194,205,37,357,459,306,145,256,353,113,112,360,351,359,282,83,327,112,2,448,212,161,92,340,413,3,496,160,265,205,403,78,345,273,311,346,444,444,223,148,354,282,92,15,275,463,412,2362,1250.0,1112,1,2361.0,2361.0,1250.0,1111.0,0.0,0.0,0.0,1300939.9401300566
2,1,1,2,2,2,2,2,1,2,1,2,1,1,1,1,2,1,2,1,2,2,3,2,3,1,2,1,2,2,1,3,1,3,3,2,2,1,2,2,2,1,1,3,4,4,1,2,4,3,2,4,3,4,3,1,3,3,4,1,5,1,2,1,1,4,3,1,1,1,5,1,4,4,1,4,2,2,5,4,4,6,5,4,1,5,5,6,4,5,5,5,6,5,1,4,3,3,2,3,1,1,4,5,2,2,7,2,1,6,3,5,7,1,5,1,6,6,2,3,8,2,4,2,6,7,1,2,6,3,3,2,4,5,7,1,5,4,2,7,4,2,9,2,4,2,6,4,9,7,7,9,2,2,2,2,9,3,9,7,8,6,6,6,6,1,6,10,5,6,6,7,6,6,1,6,6,6,1,7,9,10,6,9,6,6,6,6,6,10,6,6,5,9,6,6,6,6,6,11,163,10,146,505,18,271,423,211,370,295,468,493,165,165,383,412,456,141,195,232,17,165,221,229,310,221,412,165,109,304,412,182,144,264,251,335,185,157,277,319,426,374,45,270,456,271,264,283,95,468,221,141,489,212,426,333,352,140,165,251,426,409,288,84,321,311,133,379,125,349,165,496,498,299,114,114,72,21,446,36,333,109,349,57,51,276,86,415,36,363,239,194,415,125,185,252,28,426,7,264,730,18.0,712,1,729.0,729.0,18.0,711.0,0.0,0.0,0.0,17071.79179337043
1,1,1,2,1,2,1,2,2,2,2,2,1,1,2,1,2,2,1,1,1,2,3,2,1,1,2,1,2,2,1,2,2,2,2,2,3,1,2,3,1,1,3,2,1,1,2,3,3,1,4,2,1,1,3,4,4,4,4,3,1,3,4,5,4,5,5,5,2,4,3,1,5,3,3,3,2,3,1,3,2,2,3,4,4,2,2,1,4,1,5,1,2,5,5,5,4,6,2,4,4,6,6,6,7,5,4,5,4,7,3,5,7,7,3,7,6,5,6,3,8,5,1,4,3,2,4,6,8,6,7,2,4,7,6,7,8,4,4,3,3,1,6,3,2,6,2,1,1,6,1,6,6,1,3,6,6,1,1,6,1,8,8,1,8,8,3,8,9,1,8,2,1,1,8,3,1,1,3,10,8,3,9,3,3,1,8,9,1,9,3,1,6,9,8,1,9,9,8,11,150,121,253,175,464,95,369,354,264,221,506,115,10,452,206,431,47,41,212,136,108,475,171,123,474,95,332,509,438,236,184,26,227,276,67,453,205,251,100,342,88,175,471,85,172,21,49,511,317,10,408,215,41,436,14,10,11,366,472,477,184,454,102,195,271,224,215,195,167,49,184,311,52,184,381,117,6,435,180,153,6,58,175,489,454,230,288,236,332,397,141,477,264,156,224,408,18,195,157,193,944,423.0,521,0,944.0,944.0,423.0,521.0,0.0,0.0,0.0,412180.5916479995
1,2,2,2,1,2,1,1,2,1,2,1,2,2,1,2,1,1,1,1,2,2,3,1,1,2,2,1,2,1,1,1,1,1,3,1,2,2,2,2,2,2,2,3,4,1,4,3,4,1,1,2,1,4,1,1,2,4,3,2,4,1,1,4,5,3,2,3,2,3,5,1,5,1,4,5,3,1,3,2,5,3,3,1,6,1,2,4,1,1,2,4,3,4,5,6,5,3,6,3,3,1,6,3,4,4,4,6,3,3,5,4,6,1,1,2,4,5,1,5,4,5,8,1,3,7,2,2,1,1,2,4,5,4,6,2,4,3,6,1,1,2,7,8,5,7,5,7,7,7,7,4,9,7,2,2,6,9,2,4,8,5,10,5,5,5,5,2,5,5,5,9,10,5,5,10,6,10,5,4,3,1,11,11,11,9,1,11,3,8,1,1,9,11,11,9,10,3,9,10,477,100,329,369,303,51,158,273,190,363,260,300,477,244,21,312,2,496,416,91,237,315,343,2,378,469,432,269,172,24,328,123,339,86,160,1,244,128,155,189,139,128,78,11,472,160,353,190,497,377,287,178,377,318,72,218,403,221,328,27,27,79,54,218,331,469,173,85,377,378,291,256,27,377,180,251,431,491,101,218,139,377,315,151,125,64,311,101,313,331,353,433,202,377,189,113,331,344,222,160,1031,599.0,432,0,1031.0,1031.0,599.0,432.0,0.0,0.0,0.0,28200.04935327225
2,1,1,1,2,2,1,1,2,1,1,2,2,2,1,2,2,2,1,1,2,2,1,3,2,3,3,2,2,3,2,1,3,3,1,2,1,3,3,2,1,2,1,3,2,2,3,1,3,2,1,4,3,4,2,2,3,1,2,3,3,2,5,2,5,1,4,2,2,3,1,5,1,3,3,5,2,5,5,4,4,5,4,2,3,2,2,4,2,6,4,4,2,1,2,3,1,6,1,1,3,2,5,5,7,2,7,2,5,6,3,1,2,6,7,6,2,1,5,6,4,6,5,6,8,2,3,8,4,5,3,3,7,2,1,6,1,5,5,2,3,4,4,2,9,2,8,7,7,4,2,5,9,4,4,4,9,2,6,1,3,2,8,7,7,7,9,6,8,2,7,7,7,2,3,2,1,7,7,9,6,11,2,2,2,2,2,9,2,6,2,2,3,2,2,11,2,9,11,10,96,143,258,306,32,18,305,393,501,476,100,352,217,306,100,7,267,78,55,145,178,171,434,193,85,434,417,417,442,420,417,140,501,217,275,385,453,434,344,369,212,85,267,389,398,161,363,383,267,232,440,96,290,349,252,440,108,38,476,240,483,115,378,440,442,18,302,24,363,510,342,349,109,473,322,39,233,145,280,342,483,351,383,477,413,212,506,66,389,403,417,325,461,319,217,281,437,169,399,98,1341,1077.0,264,0,1341.0,1341.0,1077.0,264.0,0.0,0.0,0.0,1126380.7011268868
2,2,1,2,1,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,1,2,2,3,1,3,1,2,1,3,1,1,3,1,2,2,2,1,4,3,2,3,2,2,1,4,2,2,4,3,2,1,3,1,1,4,2,2,2,5,3,1,3,1,1,4,2,3,3,5,3,5,5,1,2,3,4,3,2,5,3,3,5,2,3,6,6,6,6,1,2,5,2,6,1,6,6,6,7,3,6,3,7,4,6,3,7,4,1,4,5,7,7,2,2,7,3,5,2,7,1,1,1,8,3,3,4,1,2,4,1,2,8,4,6,7,4,6,8,8,1,2,8,9,2,8,8,2,9,5,9,1,1,1,6,1,8,1,9,9,4,4,4,4,9,4,4,4,9,6,4,4,4,9,4,9,4,2,11,10,2,3,2,2,10,3,2,7,4,3,9,4,3,10,3,2,4,9,415,31,397,337,374,192,129,454,186,56,205,353,158,186,453,439,118,234,292,230,258,496,480,16,146,84,183,334,277,93,479,412,84,94,126,490,331,219,93,335,186,386,196,23,353,353,27,120,496,1,290,412,311,263,232,435,335,181,376,7,344,249,11,105,353,120,317,166,146,120,386,56,86,186,198,317,296,190,300,291,266,141,471,426,335,490,154,93,186,219,463,142,412,394,94,480,153,412,263,398,1784,710.0,1074,0,1784.0,1784.0,710.0,1074.0,0.0,0.0,0.0,785825.872743336
2,1,2,2,2,1,2,1,1,2,1,1,1,2,1,2,1,1,1,1,1,2,3,1,3,3,2,3,2,1,1,3,2,3,2,1,2,2,1,3,3,4,1,3,4,1,2,3,2,3,3,4,3,2,2,1,4,1,2,1,5,2,2,4,3,1,5,4,1,1,5,3,2,1,4,4,2,2,1,2,1,3,2,3,4,6,2,6,3,4,4,1,5,4,6,3,5,5,1,5,2,1,1,7,7,2,4,7,2,2,5,5,1,1,3,3,1,2,4,4,2,2,5,8,3,5,7,8,1,7,3,7,5,8,2,1,7,5,1,1,6,5,5,5,8,5,7,5,5,5,5,1,5,5,1,5,9,4,8,3,2,2,1,3,2,9,10,1,10,2,10,3,4,2,2,2,9,2,2,4,4,7,6,6,9,6,6,6,9,10,9,10,11,6,6,9,10,9,6,4,410,81,491,213,149,486,438,198,109,431,116,87,100,379,146,408,158,58,268,502,261,143,143,442,180,116,189,356,507,201,109,291,163,343,214,302,508,384,379,451,41,201,348,84,303,325,57,58,459,12,488,163,2,230,276,189,55,392,201,172,84,323,48,100,435,276,71,22,356,75,43,121,281,84,294,291,90,325,393,446,48,35,466,46,321,38,420,512,22,283,364,379,507,139,428,466,96,58,188,2,512,507.0,5,0,512.0,512.0,507.0,5.0,0.0,0.0,0.0,437680.1349195738
2,2,2,2,1,2,2,1,1,2,2,2,2,2,1,1,2,1,1,2,2,2,2,2,1,3,2,2,2,2,2,2,3,3,2,2,2,3,1,2,3,3,2,1,4,1,4,2,2,1,1,1,1,3,3,3,1,3,4,3,3,4,2,1,1,5,3,4,2,5,4,1,3,2,2,5,5,2,2,1,5,2,5,2,2,2,6,6,2,3,6,1,2,6,4,1,3,5,2,1,5,7,4,4,7,2,6,3,2,5,1,2,1,7,4,2,1,5,1,7,6,5,2,7,1,7,5,7,6,8,2,8,2,1,7,4,4,1,4,3,9,9,3,2,3,2,5,2,7,2,7,4,9,2,2,9,6,4,2,3,7,6,1,6,6,6,1,8,9,6,1,9,1,8,7,6,2,6,7,9,9,9,10,2,10,10,10,9,2,9,1,2,1,2,11,2,6,2,2,11,291,484,297,416,300,469,295,423,152,282,25,356,327,73,125,138,152,294,71,254,408,194,127,8,228,272,37,85,48,497,207,125,421,456,63,400,325,473,294,328,473,486,346,217,51,272,228,405,215,265,369,371,371,365,125,23,43,480,92,85,152,148,497,272,61,402,255,264,201,85,125,55,467,51,447,228,190,141,454,462,473,462,427,85,482,413,279,275,162,160,160,289,427,49,115,179,222,51,497,182,1832,1341.0,491,0,1832.0,1832.0,1341.0,491.0,0.0,0.0,0.0,1384074.8335263904
1,1,1,2,1,2,1,2,1,1,2,1,1,2,1,2,1,2,2,1,2,2,2,3,2,2,2,2,2,2,1,1,3,3,1,3,2,3,2,2,1,2,4,1,1,4,3,4,3,2,2,3,2,1,3,1,2,1,1,2,1,1,3,4,1,3,2,1,5,4,5,4,1,4,1,5,3,3,5,5,1,5,4,5,6,1,4,3,6,3,4,6,5,5,4,3,5,4,1,5,2,2,5,3,7,5,5,5,1,1,7,6,3,2,6,1,2,4,6,2,7,1,5,2,8,2,1,1,8,5,1,7,3,7,8,6,8,5,6,3,9,3,3,9,4,1,3,6,3,2,3,2,6,1,3,6,1,6,2,3,7,9,4,9,4,4,4,7,4,3,4,5,4,4,4,4,4,9,9,4,8,6,8,1,2,11,8,1,6,11,11,1,6,7,6,8,6,8,11,1,442,353,64,286,178,404,322,497,1,236,110,272,396,404,486,445,203,272,213,315,234,99,373,272,373,24,210,432,445,404,146,373,472,313,219,341,434,9,35,105,432,264,452,313,340,322,373,35,351,472,330,472,246,95,69,210,276,219,431,63,445,157,192,99,319,407,401,353,404,343,373,63,132,343,139,473,430,163,161,81,199,246,445,512,110,307,476,261,219,24,140,81,39,215,491,306,272,239,466,262,1965,1258.0,707,1,1964.0,1964.0,1258.0,706.0,0.0,0.0,0.0,1133957.9675742092
2,1,2,2,1,2,1,2,2,1,2,1,1,2,1,1,1,2,2,2,1,2,1,3,1,2,3,2,1,1,2,3,3,3,1,2,3,3,1,3,4,1,2,2,1,3,3,4,4,3,3,2,2,4,4,2,3,4,3,2,3,1,5,1,2,4,4,3,5,1,4,1,4,3,3,2,2,4,5,1,1,6,4,3,2,2,3,1,3,2,5,3,1,4,5,1,4,1,4,6,6,4,2,7,6,6,1,7,3,5,6,7,4,2,2,6,1,2,1,5,8,5,2,4,6,3,7,6,6,7,5,3,1,7,4,5,1,1,6,5,8,4,4,1,9,4,1,3,7,4,4,1,4,4,4,4,8,1,5,1,5,1,7,9,1,7,1,1,2,1,9,7,9,5,7,2,7,2,9,9,7,9,11,9,4,4,4,11,9,3,4,9,10,9,11,11,1,11,4,11,478,142,8,43,388,178,26,487,474,407,49,215,220,281,460,178,428,73,432,352,443,34,269,261,381,474,379,462,66,121,379,407,375,297,483,227,74,49,299,38,154,347,362,251,58,220,349,34,134,404,12,44,96,203,142,347,475,63,474,460,289,151,163,439,142,462,207,178,33,74,154,235,23,193,325,141,511,294,354,363,512,81,297,400,352,228,80,482,114,404,58,511,193,438,313,261,244,480,362,226,1587,977.0,610,0,1587.0,1587.0,977.0,610.0,0.0,0.0,0.0,791185.7105412721
2,2,1,2,2,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,2,2,2,1,3,3,3,1,1,3,3,2,2,3,2,1,2,2,3,3,4,1,1,3,4,1,1,4,4,1,1,2,2,1,4,2,1,2,3,2,4,3,4,5,2,1,5,3,4,2,4,2,2,5,2,3,2,2,5,5,2,5,4,4,6,6,1,4,4,1,4,2,5,4,5,5,4,3,4,2,3,2,7,4,5,3,5,7,7,4,3,1,3,5,6,7,2,2,4,3,1,8,3,6,7,8,4,1,8,3,4,3,5,8,4,4,4,4,2,4,4,7,1,7,8,7,2,2,7,2,1,4,1,7,7,7,3,3,2,3,6,1,9,1,3,3,1,3,9,8,8,1,3,2,8,5,6,3,9,4,8,1,1,1,10,10,1,3,1,9,10,1,4,1,10,10,5,10,10,6,138,433,40,206,459,497,454,484,166,160,389,450,29,110,230,85,443,341,112,498,248,287,301,479,73,41,64,91,115,479,443,367,240,273,123,134,135,288,73,130,220,411,381,9,511,198,26,375,61,367,273,341,327,393,173,64,219,186,12,176,198,289,3,176,375,258,332,203,421,308,341,411,350,445,197,230,453,434,15,402,504,135,273,30,508,94,353,193,320,224,233,115,484,225,328,511,328,467,215,485,1889,580.0,1309,0,1889.0,1889.0,580.0,1309.0,0.0,0.0,0.0,260282.1925139589
