twolev_1,twolev_2,twolev_3,twolev_4,twolev_5,twolev_6,twolev_7,twolev_8,twolev_9,twolev_10,twolev_11,twolev_12,twolev_13,twolev_14,twolev_15,twolev_16,twolev_17,twolev_18,twolev_19,twolev_20,threelev_1,threelev_2,threelev_3,threelev_4,threelev_5,threelev_6,threelev_7,threelev_8,threelev_9,threelev_10,threelev_11,threelev_12,threelev_13,threelev_14,threelev_15,threelev_16,threelev_17,threelev_18,threelev_19,threelev_20,fourlev_1,fourlev_2,fourlev_3,fourlev_4,fourlev_5,fourlev_6,fourlev_7,fourlev_8,fourlev_9,fourlev_10,fourlev_11,fourlev_12,fourlev_13,fourlev_14,fourlev_15,fourlev_16,fourlev_17,fourlev_18,fourlev_19,fourlev_20,fivelev_1,fivelev_2,fivelev_3,fivelev_4,fivelev_5,fivelev_6,fivelev_7,fivelev_8,fivelev_9,fivelev_10,fivelev_11,fivelev_12,fivelev_13,fivelev_14,fivelev_15,fivelev_16,fivelev_17,fivelev_18,fivelev_19,fivelev_20,sixlev_1,sixlev_2,sixlev_3,sixlev_4,sixlev_5,sixlev_6,sixlev_7,sixlev_8,sixlev_9,sixlev_10,sixlev_11,sixlev_12,sixlev_13,sixlev_14,sixlev_15,sixlev_16,sixlev_17,sixlev_18,sixlev_19,sixlev_20,sevenlev_1,sevenlev_2,sevenlev_3,sevenlev_4,sevenlev_5,sevenlev_6,sevenlev_7,sevenlev_8,sevenlev_9,sevenlev_10,sevenlev_11,sevenlev_12,sevenlev_13,sevenlev_14,sevenlev_15,sevenlev_16,sevenlev_17,sevenlev_18,sevenlev_19,sevenlev_20,eightlev_1,eightlev_2,eightlev_3,eightlev_4,eightlev_5,eightlev_6,eightlev_7,eightlev_8,eightlev_9,eightlev_10,eightlev_11,eightlev_12,eightlev_13,eightlev_14,eightlev_15,eightlev_16,eightlev_17,eightlev_18,eightlev_19,eightlev_20,ninelev_1,ninelev_2,ninelev_3,ninelev_4,ninelev_5,ninelev_6,ninelev_7,ninelev_8,ninelev_9,ninelev_10,ninelev_11,ninelev_12,ninelev_13,ninelev_14,ninelev_15,ninelev_16,ninelev_17,ninelev_18,ninelev_19,ninelev_20,tenlev_1,tenlev_2,tenlev_3,tenlev_4,tenlev_5,tenlev_6,tenlev_7,tenlev_8,tenlev_9,tenlev_10,tenlev_11,tenlev_12,tenlev_13,tenlev_14,tenlev_15,tenlev_16,tenlev_17,tenlev_18,tenlev_19,tenlev_20,elevenlev_1,elevenlev_2,elevenlev_3,elevenlev_4,elevenlev_5,elevenlev_6,elevenlev_7,elevenlev_8,elevenlev_9,elevenlev_10,elevenlev_11,elevenlev_12,elevenlev_13,elevenlev_14,elevenlev_15,elevenlev_16,elevenlev_17,elevenlev_18,elevenlev_19,elevenlev_20,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,cont11,cont12,cont13,cont14,cont15,cont16,cont17,cont18,cont19,cont20,cont21,cont22,cont23,cont24,cont25,cont26,cont27,cont28,cont29,cont30,cont31,cont32,cont33,cont34,cont35,cont36,cont37,cont38,cont39,cont40,cont41,cont42,cont43,cont44,cont45,cont46,cont47,cont48,cont49,cont50,cont51,cont52,cont53,cont54,cont55,cont56,cont57,cont58,cont59,cont60,cont61,cont62,cont63,cont64,cont65,cont66,cont67,cont68,cont69,cont70,cont71,cont72,cont73,cont74,cont75,cont76,cont77,cont78,cont79,cont80,cont81,cont82,cont83,cont84,cont85,cont86,cont87,cont88,cont89,cont90,cont91,cont92,cont93,cont94,cont95,cont96,cont97,cont98,cont99,cont100
2,1,1,1,1,2,1,2,1,2,2,2,2,1,1,2,2,1,2,2,1,1,2,3,3,1,2,2,3,3,1,3,1,2,1,3,2,2,3,2,2,4,2,1,3,4,4,4,3,4,2,1,1,3,4,3,2,4,3,3,4,2,4,5,3,1,1,4,4,1,4,1,2,4,3,4,2,2,3,3,3,6,2,5,3,5,6,5,3,4,4,5,5,4,4,3,6,2,2,1,3,7,1,1,4,1,5,2,7,7,3,6,2,3,4,7,7,2,4,1,2,8,7,8,2,2,2,3,2,2,2,6,7,5,8,2,8,3,4,6,4,2,6,6,5,6,6,6,6,8,2,9,2,2,2,2,7,1,2,9,6,10,10,2,1,9,4,2,9,1,10,9,1,10,10,4,6,9,1,5,6,5,5,5,5,5,5,5,5,8,9,5,4,5,6,5,9,9,5,6,130,23,215,227,434,333,314,433,360,261,118,220,462,247,238,360,433,360,130,187,429,261,401,305,293,316,140,293,176,360,187,281,360,83,274,334,384,308,336,139,417,159,415,218,325,333,308,293,220,316,220,152,185,103,261,199,466,358,223,247,258,494,458,256,133,281,58,333,271,274,305,159,36,247,206,274,73,464,116,441,168,401,261,148,447,28,352,401,223,274,316,384,401,508,417,333,405,223,115,245
2,2,2,1,1,1,1,2,2,2,2,2,1,2,2,1,1,2,1,1,1,1,1,2,2,3,3,2,3,1,3,2,1,2,2,2,3,2,3,3,2,2,2,2,3,1,1,3,2,1,4,2,4,3,3,2,3,1,1,2,5,4,1,1,1,5,4,3,3,2,2,4,4,1,3,3,2,5,2,1,5,6,3,6,3,6,1,5,2,6,5,4,3,2,6,6,6,2,3,4,1,5,2,4,5,5,7,5,5,1,2,3,4,1,1,3,4,1,7,7,8,8,7,4,5,2,4,1,8,2,3,8,4,6,3,1,8,8,2,6,2,6,9,4,6,4,3,4,6,4,4,4,4,9,6,3,3,6,4,3,8,8,6,3,8,3,8,2,3,3,8,3,8,3,3,3,8,8,3,7,3,4,4,4,4,10,9,9,9,4,4,4,7,10,10,4,8,4,4,7,482,444,268,244,433,388,420,411,193,279,33,395,102,209,106,142,497,457,123,12,1,364,400,164,355,311,429,491,395,395,107,260,217,451,492,477,193,186,230,435,324,414,7,279,93,212,395,142,300,449,449,230,257,259,381,182,277,433,117,81,477,262,399,379,193,251,414,117,296,164,230,144,379,429,244,128,502,442,326,304,381,212,103,142,495,419,183,462,117,182,451,419,244,212,2,107,406,144,128,449
1,1,1,1,2,2,1,2,2,2,2,2,1,2,1,2,1,1,1,1,2,1,2,1,2,3,3,3,1,2,1,1,2,1,2,3,2,3,3,1,1,4,4,1,1,1,3,2,4,1,1,4,3,2,2,4,4,2,1,2,5,2,2,2,3,5,4,4,5,4,1,4,3,3,2,4,2,5,4,1,4,6,1,1,3,1,6,1,6,1,1,1,4,6,6,1,6,2,3,5,6,2,2,3,3,7,7,2,5,2,7,6,4,6,3,6,5,1,6,1,3,4,8,3,2,5,4,8,7,7,4,3,5,2,7,1,8,2,2,6,2,9,3,9,3,1,5,1,1,3,9,9,3,1,1,3,7,9,9,1,9,3,3,10,9,10,9,2,7,3,3,2,10,3,9,3,3,3,3,4,6,2,4,4,10,8,4,10,4,3,4,10,3,4,4,4,3,4,4,11,166,378,311,53,454,300,218,280,329,130,363,329,21,310,488,467,239,476,329,123,10,251,132,501,10,347,21,39,359,354,300,378,21,378,298,202,280,378,104,412,146,95,327,510,432,86,354,104,378,354,258,146,266,288,41,378,175,397,120,452,227,318,357,432,496,452,175,239,120,337,359,258,203,512,359,179,227,352,469,61,269,432,476,226,172,322,221,310,467,10,403,57,179,329,375,473,182,318,159,179
2,2,2,1,1,1,2,2,1,2,2,2,2,1,1,2,1,2,1,1,1,2,1,2,2,2,2,2,3,1,1,2,1,3,2,3,1,2,3,2,1,4,3,4,2,1,4,3,2,4,1,3,4,4,3,4,3,4,1,2,3,4,1,2,1,2,4,4,3,5,5,3,5,1,1,1,3,2,5,1,3,1,1,3,5,6,2,3,4,6,4,2,3,5,6,1,1,1,6,1,1,5,4,4,2,3,5,5,4,2,7,5,2,6,6,7,7,5,2,5,5,1,5,1,6,6,7,8,3,8,6,1,6,7,1,8,1,1,3,2,4,9,3,9,6,4,5,3,3,3,9,7,9,9,1,3,3,1,9,6,7,4,8,4,4,1,1,4,9,1,4,10,7,4,4,1,4,4,4,1,2,9,2,9,9,9,2,2,9,11,2,2,10,9,9,11,7,2,2,10,357,38,53,400,335,293,329,210,385,293,336,376,433,169,250,192,403,396,413,303,399,414,239,80,144,280,79,68,310,30,484,461,79,473,414,509,209,255,306,337,293,209,236,343,23,242,276,209,403,123,192,326,192,55,79,260,89,111,483,306,439,439,6,312,473,264,486,361,237,353,467,353,67,48,13,413,225,117,56,4,44,445,414,270,387,245,3,345,96,60,82,345,210,126,403,487,381,293,391,227
1,2,2,1,2,2,1,1,1,2,1,1,2,2,2,2,2,2,1,1,2,2,3,2,2,1,1,3,3,2,2,2,3,3,1,1,1,2,2,3,3,2,2,1,3,4,4,2,1,3,3,3,3,1,4,2,1,2,2,1,5,2,4,5,2,2,3,4,2,1,4,2,5,4,2,4,4,5,4,3,5,2,1,2,1,4,2,1,1,1,3,4,5,4,5,5,5,1,6,4,7,3,3,7,6,2,5,3,7,4,1,2,7,1,5,6,3,5,7,3,8,7,3,7,4,2,6,2,2,3,5,1,4,4,6,1,1,8,1,3,8,1,9,9,2,9,1,2,9,1,1,9,9,1,6,2,4,1,6,5,1,7,4,3,3,1,9,2,3,1,7,2,7,3,9,3,7,7,7,4,5,4,4,7,4,4,11,4,11,6,4,11,4,1,4,9,6,4,11,10,292,347,194,268,252,194,343,183,334,364,417,344,231,302,257,430,417,432,489,284,320,417,347,165,276,243,347,383,366,214,18,6,357,320,115,72,308,73,402,276,338,15,459,326,48,270,255,344,430,222,243,432,294,116,156,264,323,238,15,283,294,236,268,288,249,252,145,288,230,257,383,444,495,264,506,450,280,35,221,320,27,270,65,64,474,240,449,408,383,402,349,276,183,231,216,392,320,276,426,243
1,2,1,1,2,1,1,2,2,2,2,1,2,1,1,1,2,1,2,1,1,2,1,1,3,2,2,1,3,1,1,1,3,2,2,2,2,1,3,2,1,2,3,2,4,4,2,3,4,2,3,3,2,4,1,4,1,2,3,3,3,1,3,1,4,4,3,3,1,1,2,2,3,3,5,2,5,2,2,4,1,2,2,5,2,3,5,6,1,5,4,3,1,4,2,2,1,4,5,5,6,6,2,1,4,3,6,6,1,5,1,4,7,1,2,2,2,3,5,4,5,4,2,8,7,3,2,6,5,2,8,6,7,6,6,1,6,5,6,4,2,6,1,2,5,6,6,2,2,2,2,9,2,6,6,6,7,8,6,4,7,2,1,4,9,1,6,8,6,6,9,4,2,1,3,7,9,2,6,6,2,4,4,4,9,4,10,4,10,11,4,4,6,10,1,10,5,2,10,1,443,395,185,220,191,211,401,13,356,320,194,441,323,89,356,337,337,388,43,332,337,21,356,344,504,174,243,236,2,464,471,135,194,146,291,251,344,164,74,32,373,186,447,159,228,102,211,89,48,54,121,347,180,42,201,320,489,16,80,211,243,247,29,453,35,367,292,344,13,35,504,505,406,426,333,264,460,398,366,389,261,479,406,80,103,18,379,163,339,301,128,453,261,396,74,99,67,337,279,74
1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,1,1,1,2,3,1,3,2,2,2,3,2,3,1,2,1,3,2,2,3,2,1,1,4,1,1,3,4,2,1,3,1,2,3,1,3,3,3,1,2,4,4,2,2,1,1,4,5,2,4,5,3,5,4,1,3,2,2,2,4,3,6,2,4,3,2,2,1,2,1,3,1,2,1,5,6,4,5,3,1,1,4,4,3,6,4,5,4,5,6,3,2,2,5,6,2,1,5,5,2,3,6,8,4,7,5,4,5,4,6,4,8,8,6,8,3,1,4,8,8,2,4,4,4,2,1,1,4,4,4,4,9,4,4,4,4,8,4,4,4,9,8,4,4,9,8,4,10,4,8,4,10,4,4,4,4,4,4,7,3,4,1,8,1,8,3,8,1,10,10,8,9,7,6,3,1,8,8,8,2,227,124,131,382,135,61,209,54,505,149,492,501,145,491,511,61,187,282,501,98,425,45,124,117,172,240,501,425,492,251,327,98,76,5,420,266,457,187,419,340,126,492,260,336,473,327,311,248,84,492,233,13,38,3,45,124,2,55,105,420,323,468,332,169,358,72,485,215,266,23,105,392,101,460,43,76,408,354,283,344,492,311,311,470,72,296,430,135,76,377,419,482,23,356,20,415,345,307,312,198
1,1,2,2,1,2,2,2,1,2,2,1,2,1,1,2,1,1,1,2,1,2,2,2,3,1,3,2,1,3,3,2,1,3,3,2,2,2,3,3,2,4,1,1,4,4,1,1,4,1,4,2,1,4,2,4,3,2,3,2,2,1,4,2,5,4,2,5,4,4,4,1,5,2,4,1,2,3,2,4,1,3,5,1,6,3,2,3,1,6,1,5,4,5,3,3,5,1,4,4,1,4,1,7,3,4,4,4,1,4,1,1,7,3,7,7,4,2,5,6,7,2,7,7,2,1,3,3,4,6,1,1,7,1,5,7,1,8,6,5,3,8,1,8,1,8,7,1,1,4,4,2,8,8,1,2,6,1,4,2,6,7,7,9,7,7,4,8,9,4,7,9,7,5,2,4,7,4,9,9,4,8,9,3,9,2,8,8,8,2,9,2,7,2,2,2,1,2,8,6,263,257,62,424,481,438,481,505,108,35,371,77,480,215,134,495,161,493,39,512,77,183,185,425,90,459,20,367,311,171,52,198,51,22,183,168,48,341,251,403,306,67,29,485,140,480,150,198,359,35,161,333,123,138,183,430,210,89,438,424,512,273,76,217,217,501,23,430,511,67,329,297,26,98,21,444,497,471,291,510,77,217,374,243,191,458,337,251,124,329,371,107,217,335,239,493,309,161,433,444
1,1,1,2,2,2,1,1,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,3,3,1,1,2,1,2,3,1,2,2,2,2,4,3,4,3,1,3,1,4,4,1,3,3,3,4,3,3,4,1,2,1,1,4,1,1,5,4,4,3,5,4,2,1,1,4,3,4,5,2,3,2,1,4,1,6,1,6,5,6,4,3,5,5,6,2,4,4,3,5,3,1,1,1,6,1,6,1,6,1,2,2,3,1,7,6,5,2,1,6,3,5,8,8,1,2,4,4,4,3,2,6,7,1,6,4,3,3,4,1,2,2,7,3,7,9,7,5,7,7,7,3,6,3,7,3,7,8,4,7,6,6,6,2,4,2,9,6,1,10,6,2,6,4,9,6,7,2,4,4,3,9,2,2,1,11,1,11,11,2,11,2,2,8,7,11,11,8,11,2,4,110,396,61,88,465,16,380,440,413,118,472,494,46,9,163,36,179,356,270,399,349,35,262,29,118,194,511,122,506,413,440,380,118,96,165,327,179,10,149,344,96,474,296,509,218,16,474,128,47,68,232,490,494,231,470,194,291,253,35,35,167,354,437,29,118,150,166,319,165,29,80,284,465,91,65,166,132,39,228,16,194,9,203,314,477,14,32,398,196,263,203,273,203,20,347,194,27,255,347,118
2,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,2,2,2,2,2,2,3,1,1,2,1,3,2,3,1,2,1,2,2,1,2,1,2,2,2,4,3,4,1,3,3,4,3,1,2,1,4,2,1,1,2,1,4,4,5,1,5,4,2,2,1,3,4,2,1,2,1,2,3,2,2,3,2,5,1,5,6,2,1,5,6,6,4,2,6,4,4,5,6,3,5,1,3,3,1,1,5,1,3,3,1,2,1,1,3,7,4,5,1,7,3,7,7,1,5,2,5,4,2,4,3,3,3,5,6,4,7,2,4,6,6,6,8,8,2,3,7,3,4,3,4,8,8,3,8,5,9,8,7,7,2,2,3,6,4,1,5,5,5,1,7,4,7,5,5,6,8,6,7,5,1,1,9,3,6,2,11,1,11,2,1,11,11,10,8,1,5,2,2,11,3,1,11,10,69,8,434,143,383,63,82,4,62,269,267,414,436,355,450,125,379,62,177,93,326,202,158,296,76,62,413,289,358,326,173,134,77,224,409,291,26,221,26,333,383,289,455,34,31,304,269,221,445,197,451,31,314,507,202,134,282,466,367,31,310,165,319,366,67,314,376,355,31,153,355,141,205,380,229,465,468,48,317,252,196,358,277,310,140,379,219,277,466,493,409,202,402,45,434,236,464,326,83,31
1,2,1,2,1,2,2,1,2,2,1,1,2,1,1,1,1,2,1,2,2,1,1,3,1,1,1,3,2,3,3,1,2,1,3,1,1,3,2,2,4,1,4,3,1,3,4,1,2,1,2,2,3,3,2,4,4,2,2,2,5,3,4,1,4,2,5,3,1,5,5,5,2,3,4,5,1,3,2,4,1,1,1,4,2,6,1,6,6,1,4,4,2,1,4,1,1,6,6,2,6,3,3,5,3,1,7,3,6,3,5,3,7,3,1,3,3,2,4,6,2,7,4,4,7,7,1,6,6,8,2,5,4,7,4,4,5,7,5,2,5,2,2,7,1,7,7,2,7,2,7,7,2,2,7,2,2,7,7,6,5,3,10,3,3,3,3,1,10,3,9,10,10,10,9,10,10,3,3,6,7,10,5,4,5,5,5,5,5,5,10,5,5,10,5,5,4,10,5,7,310,4,89,457,375,335,178,7,398,176,377,153,320,22,255,380,438,509,45,481,121,445,235,153,335,130,310,235,377,17,251,57,75,310,80,429,377,243,303,115,289,363,38,262,266,511,75,97,380,235,52,7,363,223,401,241,503,259,130,458,506,251,396,130,377,151,12,266,52,424,438,249,274,178,53,96,360,6,383,463,57,236,233,118,236,291,438,458,377,472,151,377,41,41,440,80,85,211,345,130
2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,1,2,2,1,1,1,2,2,3,2,1,3,3,1,2,2,1,2,2,2,3,1,4,1,3,2,1,3,3,3,4,2,1,4,3,2,1,2,4,3,5,4,5,5,3,5,4,2,1,3,1,4,1,5,1,5,2,2,2,1,2,4,1,2,6,1,6,1,6,1,3,1,2,1,6,1,6,3,1,6,3,3,7,6,7,1,3,2,1,7,7,2,2,3,1,1,5,3,6,6,8,6,2,2,1,7,7,7,2,8,4,8,1,2,2,3,3,5,5,2,5,5,9,2,5,2,5,5,5,9,5,5,5,1,1,7,1,3,4,3,3,5,8,8,3,8,4,3,8,3,7,8,2,3,8,6,3,3,8,3,4,2,8,1,9,2,2,2,8,8,4,2,2,11,9,8,2,9,7,168,240,230,368,39,71,439,343,35,96,343,203,344,312,33,45,21,162,408,96,71,149,379,429,368,438,162,125,463,35,218,286,25,111,120,104,45,344,312,148,240,23,501,78,438,18,312,312,312,252,331,428,140,373,438,203,312,229,46,111,74,177,440,45,349,509,269,405,312,299,428,377,504,312,497,125,102,62,32,10,405,240,136,444,62,405,249,362,148,240,428,71,40,166,468,140,340,162,415,40
1,2,2,2,1,1,1,1,2,2,2,1,2,2,1,2,2,1,1,2,1,2,3,3,2,2,3,2,1,3,1,2,3,2,1,2,1,2,3,2,2,1,3,2,3,3,1,3,2,3,1,3,4,3,4,3,3,2,4,2,2,1,2,4,2,4,5,4,1,2,4,3,5,4,5,3,5,1,1,2,3,5,1,4,3,3,6,1,3,1,4,2,5,3,1,5,6,4,4,4,7,6,2,7,2,6,7,2,6,6,7,6,3,6,7,1,4,7,2,5,1,4,8,2,6,5,5,1,1,2,7,3,8,4,1,6,5,1,3,7,9,3,9,9,4,1,9,9,3,1,3,7,5,1,9,4,4,7,5,4,10,5,5,5,5,5,5,5,5,5,5,9,5,7,5,5,5,5,1,5,8,10,10,4,4,10,4,10,4,1,2,4,8,4,4,4,3,4,10,4,157,459,357,120,128,103,83,103,69,253,178,301,425,31,23,474,370,481,7,7,474,345,103,405,104,47,222,100,253,142,454,210,88,12,481,501,33,120,389,217,331,470,470,444,481,200,423,277,379,273,54,78,276,74,239,3,78,129,370,33,490,6,151,317,454,141,428,277,290,54,370,180,474,489,184,405,93,85,463,284,448,222,96,19,381,238,164,405,2,120,65,152,345,379,168,210,32,405,381,210
1,2,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,1,1,1,1,1,1,1,2,2,2,1,2,3,3,1,1,3,3,1,3,3,1,3,3,4,2,3,3,1,4,1,2,1,4,1,4,4,4,2,3,4,1,4,5,4,5,2,3,3,2,1,2,1,1,5,5,5,3,2,1,5,3,2,5,4,4,2,4,2,5,5,1,3,6,1,5,3,4,2,3,2,6,5,5,1,1,3,3,1,2,1,4,1,3,6,5,6,7,6,1,5,3,5,1,4,2,1,6,3,4,2,4,7,4,2,8,2,2,2,1,3,6,4,8,5,5,7,2,5,2,5,5,5,5,9,5,5,5,7,5,7,5,6,4,10,3,10,10,1,1,5,10,10,10,6,1,1,1,1,4,1,1,8,5,3,7,6,1,10,3,3,7,7,3,10,2,10,11,3,3,10,3,3,100,133,218,129,74,368,40,86,23,475,53,155,333,216,505,228,33,194,93,97,257,17,57,187,462,220,506,401,93,43,221,173,155,132,310,317,497,228,109,50,489,46,435,368,169,374,511,224,287,289,43,431,127,317,469,66,66,105,348,139,102,216,61,23,400,289,132,57,93,249,67,173,234,469,241,368,424,174,130,27,154,67,431,107,414,197,386,1,197,101,289,435,489,206,412,381,447,23,92,497
1,2,1,1,2,1,1,1,2,2,1,2,1,1,2,2,1,1,2,1,2,1,2,2,1,3,1,3,3,2,1,2,1,1,1,2,2,1,1,2,2,4,3,2,4,1,2,3,4,4,4,2,4,4,4,3,1,2,4,2,2,1,2,1,2,4,4,1,2,4,2,2,1,2,1,1,5,1,2,5,1,3,3,2,1,1,5,6,1,3,3,1,2,3,2,3,3,2,6,3,3,1,6,7,3,2,1,1,1,3,4,4,4,1,6,6,1,3,3,3,3,7,6,8,4,8,4,2,2,7,5,5,8,8,1,8,7,5,8,6,5,3,3,3,6,3,9,8,3,3,3,3,3,3,3,9,4,6,3,6,9,7,7,9,9,2,9,9,5,2,2,7,7,9,7,2,7,9,2,8,7,4,7,9,4,4,10,10,9,2,4,4,10,4,4,4,9,4,4,4,441,429,296,49,113,55,370,380,419,19,476,232,250,419,397,396,19,295,183,181,88,388,443,88,31,335,475,419,335,19,295,397,186,42,55,356,419,304,313,286,396,12,368,277,186,32,356,335,250,356,55,359,313,344,121,356,479,477,499,218,267,419,416,375,147,186,284,359,484,105,119,137,48,449,173,46,165,297,62,420,475,279,250,29,459,484,509,152,63,19,137,369,279,107,369,335,388,449,505,408
1,1,2,2,2,2,2,1,2,1,2,1,2,1,2,2,2,1,2,1,2,2,1,2,2,3,2,1,3,1,3,3,3,1,1,1,3,3,3,1,1,3,3,3,1,3,4,1,4,2,4,4,2,2,4,1,3,1,3,4,2,1,2,1,4,5,1,4,5,4,4,5,1,4,1,2,2,4,3,4,2,5,3,1,3,3,5,4,2,6,1,1,6,4,1,6,1,4,2,6,5,6,6,1,7,4,2,3,4,3,1,5,6,7,6,6,1,5,3,6,2,8,8,4,8,6,6,3,3,7,5,7,2,2,7,3,6,2,8,6,3,9,7,6,1,6,2,7,6,6,5,5,6,6,6,5,1,1,9,1,4,5,5,4,9,5,10,6,8,5,9,8,5,1,5,1,5,5,5,9,8,4,10,10,10,4,4,10,10,6,4,10,11,8,4,4,5,10,10,5,437,32,310,491,391,428,255,61,231,127,179,183,161,12,118,403,314,485,468,178,457,457,252,384,142,48,129,302,210,438,485,370,161,499,240,117,97,349,407,447,99,351,500,183,203,507,203,273,21,502,35,119,112,124,428,454,498,228,251,210,385,471,116,322,368,103,444,259,240,273,351,29,481,274,88,183,379,462,510,51,2,210,231,304,354,52,402,457,401,129,474,383,353,36,370,1,438,490,145,259
1,1,2,1,2,1,2,2,2,1,2,1,1,2,2,1,2,1,1,1,2,2,2,2,1,1,1,3,1,2,1,3,1,2,2,3,1,2,1,2,3,3,2,3,2,1,1,2,3,1,1,2,2,1,3,1,2,4,1,3,4,1,5,5,4,2,4,1,3,2,1,3,1,3,2,3,1,5,1,4,2,1,2,2,2,4,1,6,3,6,4,1,3,1,4,6,3,3,6,6,3,7,5,5,1,5,2,7,7,3,3,5,7,6,3,6,5,5,3,5,7,2,8,6,6,1,6,2,7,3,1,8,8,7,1,7,3,5,6,7,8,3,9,6,3,4,8,3,3,5,9,6,3,3,6,4,9,3,3,2,6,8,9,1,8,9,2,9,9,8,1,2,1,8,8,1,1,8,8,7,11,1,7,11,11,9,1,1,1,5,1,11,5,11,11,6,9,1,1,7,71,258,9,413,91,206,148,16,36,454,416,383,121,86,29,252,290,101,469,440,16,307,320,201,285,191,393,206,208,416,147,129,59,314,454,431,57,129,41,165,158,44,464,144,358,248,29,59,343,271,156,243,252,125,465,446,303,174,158,55,481,313,338,191,343,466,69,439,414,208,314,396,347,454,200,335,193,146,333,335,335,201,479,505,490,411,185,180,499,343,360,307,191,369,465,314,12,198,361,396
1,1,2,1,2,2,1,1,2,1,2,1,2,1,1,2,1,1,2,1,1,1,2,2,3,3,1,2,3,1,2,3,1,3,3,2,1,1,1,3,4,1,2,3,3,4,4,3,3,3,1,1,3,3,4,2,2,3,3,4,4,1,5,5,1,3,4,1,2,3,4,3,1,1,3,1,1,1,1,5,1,5,3,1,1,5,6,2,4,2,5,6,2,5,3,3,3,2,5,2,2,1,1,7,2,1,7,1,7,3,5,1,6,2,6,2,7,5,4,3,8,2,1,4,5,1,6,8,3,8,7,7,2,2,2,3,2,3,8,4,8,5,1,5,2,5,2,1,5,1,5,9,5,5,5,5,9,8,5,6,6,6,4,6,1,1,1,6,1,8,8,4,8,8,8,4,9,1,9,2,10,4,11,4,4,4,4,4,1,4,11,4,6,11,4,11,8,4,4,1,418,409,437,481,127,9,490,376,211,472,54,211,101,448,260,71,220,411,293,41,177,477,11,1,506,152,455,66,378,455,339,376,243,393,218,338,81,220,273,273,235,508,400,428,241,424,205,199,30,220,30,455,51,430,393,172,295,60,220,220,334,337,287,314,286,50,211,205,391,177,392,32,213,332,270,464,16,505,508,9,220,454,241,350,426,11,271,48,435,51,424,255,205,134,81,77,426,303,315,486
1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,3,3,2,2,3,1,2,2,1,2,2,1,1,1,3,3,2,1,4,2,3,2,2,3,3,1,1,4,2,2,1,3,4,3,1,1,2,5,3,4,1,5,5,4,5,1,1,2,1,3,5,4,3,2,2,6,6,6,5,5,5,2,5,3,1,6,1,4,5,4,1,2,4,7,6,6,7,7,7,4,2,7,7,7,2,3,6,2,5,2,5,4,2,5,4,6,6,7,1,2,6,2,1,4,2,2,3,8,2,8,1,1,8,1,3,3,5,6,3,4,3,5,5,5,7,3,3,5,3,7,8,3,9,5,9,5,9,5,5,5,2,5,9,5,6,5,9,9,2,5,2,5,6,7,5,9,1,8,9,9,5,8,9,9,5,9,11,5,5,2,5,9,9,84,57,410,392,236,202,86,146,354,268,59,24,282,346,172,113,214,17,349,466,439,66,304,142,45,246,100,4,478,146,337,462,506,282,104,449,492,256,49,259,385,422,112,302,488,132,422,462,122,173,122,408,19,460,159,504,116,189,88,173,124,296,85,385,14,154,462,297,422,282,486,408,202,202,408,385,238,335,395,244,132,333,132,48,231,363,447,132,73,462,189,478,372,509,14,457,73,478,23,225
1,2,2,1,2,1,2,2,1,2,2,1,1,2,1,1,1,2,1,2,2,1,3,3,3,1,2,1,3,3,3,1,1,3,3,1,3,2,2,2,2,2,2,4,1,1,1,2,2,2,3,4,2,2,1,3,1,2,2,3,4,1,3,3,2,4,2,3,5,4,5,5,1,5,4,3,2,2,2,3,3,1,4,5,1,6,5,1,3,4,1,5,1,2,2,6,3,6,5,5,3,2,2,5,6,6,1,6,6,5,6,2,7,4,6,4,7,2,2,3,5,2,4,6,3,6,8,5,6,6,1,8,1,2,1,3,5,3,8,3,8,1,9,7,6,1,3,1,1,1,9,3,9,1,7,7,1,8,9,8,1,9,9,8,2,2,4,7,2,7,2,5,2,1,10,7,10,2,2,9,7,9,1,5,5,4,5,5,5,6,5,5,8,5,11,5,4,5,8,5,199,158,147,460,226,375,31,349,199,76,499,321,24,375,316,437,207,51,433,383,296,278,118,38,251,499,206,145,118,375,185,432,261,49,303,68,437,465,339,249,193,206,475,494,129,249,320,173,375,71,123,24,278,216,283,411,384,338,355,89,499,400,361,349,71,223,316,30,123,131,49,244,253,278,331,393,36,235,451,469,339,223,123,146,331,92,511,306,512,14,199,192,414,177,63,349,152,233,229,141
